Condition,Time,Event,PosX,PosY,PosZ,Overshoots,Corrections,EntryCount
HeavyVisual_HeavyHaptic,29.44038,TRIAL_START,0.5,0.15,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.46144,MOVING,0.5,0.1497839,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.46679,MOVING,0.5,0.1489856,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.48083,MOVING,0.5,0.1467968,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.49464,MOVING,0.5,0.1431716,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.50806,MOVING,0.5,0.1389575,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.52165,MOVING,0.5,0.134111,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.53557,MOVING,0.5,0.1283488,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.54885,MOVING,0.5,0.1224073,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.56402,MOVING,0.5,0.1152213,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.57878,MOVING,0.5,0.1078156,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.58988,MOVING,0.5,0.1019668,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.60404,MOVING,0.5,0.09436608,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.61957,MOVING,0.5,0.08579246,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.63285,MOVING,0.5,0.0782458,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.64494,MOVING,0.5,0.07130862,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.65877,MOVING,0.5,0.06326903,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.67385,MOVING,0.5,0.05436576,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.68667,MOVING,0.5,0.04674253,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.70047,MOVING,0.5,0.03848423,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.71441,MOVING,0.5,0.03007153,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.72815,MOVING,0.5,0.0217411,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.74236,MOVING,0.5,0.01309409,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.75632,MOVING,0.5,0.004561755,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.76999,MOVING,0.5,-0.003817643,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.78405,MOVING,0.5,-0.01245222,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.79798,MOVING,0.5,-0.02102877,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.81176,MOVING,0.5,-0.0295262,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.82603,MOVING,0.5,-0.03833047,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.83963,MOVING,0.5,-0.04673395,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.85359,MOVING,0.5,-0.05537184,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.86747,MOVING,0.5,-0.06396699,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.88121,MOVING,0.5,-0.07247753,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.89506,MOVING,0.5,-0.08106027,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.90893,MOVING,0.5,-0.08965987,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.923,MOVING,0.5,-0.09838943,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.93711,MOVING,0.5,-0.1071439,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.95054,MOVING,0.5,-0.1154764,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.96469,MOVING,0.5,-0.1242571,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.97863,MOVING,0.5,-0.1329142,0.5,0,0,0
HeavyVisual_HeavyHaptic,29.9923,MOVING,0.5,-0.1413997,0.5,0,0,0
HeavyVisual_HeavyHaptic,30.00616,MOVING,0.5,-0.1500122,0.5,0,0,0
HeavyVisual_HeavyHaptic,30.02013,MOVING,0.5,-0.1586861,0.5,0,0,0
HeavyVisual_HeavyHaptic,30.034,MOVING,0.5,-0.1672966,0.5,0,0,0
HeavyVisual_HeavyHaptic,30.04764,MOVING,0.5,-0.1757689,0.5,0,0,0
HeavyVisual_HeavyHaptic,30.06184,MOVING,0.5,-0.1845939,0.5,0,0,0
HeavyVisual_HeavyHaptic,30.0758,MOVING,0.5,-0.1932621,0.5,0,0,0
HeavyVisual_HeavyHaptic,30.0894,MOVING,0.5,-0.1974219,0.5,0,0,0
HeavyVisual_HeavyHaptic,30.10354,MOVING,0.4999999,-0.1992903,0.5,0,0,0
HeavyVisual_HeavyHaptic,30.11739,MOVING,0.4999999,-0.1997487,0.5,0,0,0
HeavyVisual_HeavyHaptic,30.13134,MOVING,0.4999999,-0.1999097,0.4999999,0,0,0
HeavyVisual_HeavyHaptic,30.14517,MOVING,0.4999999,-0.1999738,0.4999999,0,0,0
HeavyVisual_HeavyHaptic,30.15906,MOVING,0.5,-0.1999921,0.4999999,0,0,0
HeavyVisual_HeavyHaptic,30.17277,MOVING,0.4999999,-0.1999967,0.4999999,0,1,0
HeavyVisual_HeavyHaptic,30.18688,MOVING,0.4999999,-0.199999,0.4999999,0,2,0
HeavyVisual_HeavyHaptic,30.20129,MOVING,0.5,-0.1999997,0.4999999,0,3,0
HeavyVisual_HeavyHaptic,30.21544,MOVING,0.5,-0.1999999,0.4999999,0,4,0
HeavyVisual_HeavyHaptic,30.22887,MOVING,0.5,-0.2,0.4999999,0,5,0
HeavyVisual_HeavyHaptic,30.24252,MOVING,0.5,-0.2,0.4999999,0,6,0
HeavyVisual_HeavyHaptic,30.25709,MOVING,0.5,-0.2,0.5,0,7,0
HeavyVisual_HeavyHaptic,30.27057,MOVING,0.5,-0.2,0.4999999,0,8,0
HeavyVisual_HeavyHaptic,30.28461,MOVING,0.4999999,-0.2,0.4999999,0,9,0
HeavyVisual_HeavyHaptic,30.29819,MOVING,0.5,-0.2,0.5,0,10,0
