Condition,Time,Event,PosX,PosY,PosZ,Overshoots,Corrections,EntryCount
LightVisual_HeavyHaptic,21.91577,TRIAL_START,-0.5,0.15,0.5,0,0,0
LightVisual_HeavyHaptic,21.93922,MOVING,-0.5,0.1471324,0.5,0,0,0
LightVisual_HeavyHaptic,21.94463,MOVING,-0.5,0.1458007,0.5,0,0,0
LightVisual_HeavyHaptic,21.95901,MOVING,-0.5,0.1420268,0.5,0,0,0
LightVisual_HeavyHaptic,21.97243,MOVING,-0.5,0.1374326,0.5,0,0,0
LightVisual_HeavyHaptic,21.98613,MOVING,-0.5,0.1322584,0.5,0,0,0
LightVisual_HeavyHaptic,21.99973,MOVING,-0.5,0.1266244,0.5,0,0,0
LightVisual_HeavyHaptic,22.01771,MOVING,-0.5,0.1182994,0.5,0,0,0
LightVisual_HeavyHaptic,22.02914,MOVING,-0.5,0.1126517,0.5,0,0,0
LightVisual_HeavyHaptic,22.04049,MOVING,-0.5,0.1069477,0.5,0,0,0
LightVisual_HeavyHaptic,22.054,MOVING,-0.5,0.0997851,0.5,0,0,0
LightVisual_HeavyHaptic,22.07993,MOVING,-0.5,0.08559444,0.5,0,0,0
LightVisual_HeavyHaptic,22.09711,MOVING,-0.5,0.0758284,0.5,0,0,0
LightVisual_HeavyHaptic,22.10972,MOVING,-0.5,0.06852972,0.5,0,0,0
LightVisual_HeavyHaptic,22.12311,MOVING,-0.5,0.06071667,0.5,0,0,0
LightVisual_HeavyHaptic,22.14088,MOVING,-0.5,0.05021074,0.5,0,0,0
LightVisual_HeavyHaptic,22.15053,MOVING,-0.5,0.04443448,0.5,0,0,0
LightVisual_HeavyHaptic,22.16361,MOVING,-0.5,0.03659219,0.5,0,0,0
LightVisual_HeavyHaptic,22.17766,MOVING,-0.5,0.02810897,0.5,0,0,0
LightVisual_HeavyHaptic,22.19171,MOVING,-0.5,0.01957426,0.5,0,0,0
LightVisual_HeavyHaptic,22.20553,MOVING,-0.5,0.01115397,0.5,0,0,0
LightVisual_HeavyHaptic,22.21942,MOVING,-0.5,0.002668017,0.5,0,0,0
LightVisual_HeavyHaptic,22.23296,MOVING,-0.5,-0.005637916,0.5,0,0,0
LightVisual_HeavyHaptic,22.24707,MOVING,-0.5,-0.01431336,0.5,0,0,0
LightVisual_HeavyHaptic,22.26107,MOVING,-0.5,-0.02292625,0.5,0,0,0
LightVisual_HeavyHaptic,22.2748,MOVING,-0.5,-0.03139492,0.5,0,0,0
LightVisual_HeavyHaptic,22.28847,MOVING,-0.5,-0.03983951,0.5,0,0,0
LightVisual_HeavyHaptic,22.30271,MOVING,-0.5,-0.04864234,0.5,0,0,0
