Condition,Time,Event,PosX,PosY,PosZ,Overshoots,Corrections,EntryCount
MediumVisual_LightHaptic,14.89215,TRIAL_START,0.0,0.15,0.5,0,0,0
MediumVisual_LightHaptic,14.90545,MOVING,0.0,0.1489305,0.5,0,0,0
MediumVisual_LightHaptic,14.91197,MOVING,0.0,0.147652,0.5,0,0,0
MediumVisual_LightHaptic,14.92601,MOVING,0.0,0.1437225,0.5,0,0,0
MediumVisual_LightHaptic,14.93976,MOVING,0.0,0.138336,0.5,0,0,0
MediumVisual_LightHaptic,14.955,MOVING,0.0,0.129427,0.5,0,0,0
MediumVisual_LightHaptic,14.97233,MOVING,0.0,0.1168417,0.5,0,0,0
MediumVisual_LightHaptic,14.98773,MOVING,0.0,0.10327,0.5,0,0,0
MediumVisual_LightHaptic,15.00118,MOVING,0.0,0.08988447,0.5,0,0,0
MediumVisual_LightHaptic,15.01597,MOVING,0.0,0.07254075,0.5,0,0,0
MediumVisual_LightHaptic,15.02994,MOVING,0.0,0.05421229,0.5,0,0,0
MediumVisual_LightHaptic,15.04453,MOVING,0.0,0.03336884,0.5,0,0,0
MediumVisual_LightHaptic,15.05897,MOVING,0.0,0.01081089,0.5,0,0,0
MediumVisual_LightHaptic,15.0732,MOVING,0.0,-0.0140048,0.5,0,0,0
MediumVisual_LightHaptic,15.08758,MOVING,0.0,-0.04072884,0.5,0,0,0
MediumVisual_LightHaptic,15.10171,MOVING,0.0,-0.06863602,0.5,0,0,0
MediumVisual_LightHaptic,15.11781,MOVING,0.0,-0.1031783,0.5,0,0,0
MediumVisual_LightHaptic,15.12991,MOVING,0.0,-0.1310555,0.5,0,0,0
MediumVisual_LightHaptic,15.14399,MOVING,0.0,-0.1647734,0.5,0,0,0
MediumVisual_LightHaptic,15.15809,MOVING,0.0,-0.2004836,0.5,0,0,0
MediumVisual_LightHaptic,15.17182,MOVING,0.0,-0.2375373,0.5,0,0,0
MediumVisual_LightHaptic,15.18602,MOVING,0.0,-0.2774083,0.5,0,0,0
MediumVisual_LightHaptic,15.20002,MOVING,0.0,-0.3182981,0.5,0,0,0
MediumVisual_LightHaptic,15.21422,MOVING,0.0,-0.362489,0.5,0,0,0
MediumVisual_LightHaptic,15.22765,MOVING,0.0,-0.4057873,0.5,0,0,0
MediumVisual_LightHaptic,15.24184,MOVING,-4.36714e-08,-0.446837,0.5,0,0,0
MediumVisual_LightHaptic,15.25622,MOVING,-3.831268e-07,-0.448801,0.4999998,0,0,0
MediumVisual_LightHaptic,15.26953,MOVING,-3.756633e-07,-0.4495775,0.4999998,0,0,0
MediumVisual_LightHaptic,15.2835,MOVING,-2.333418e-07,-0.4498826,0.4999999,0,0,0
MediumVisual_LightHaptic,15.29749,MOVING,-8.81662e-08,-0.449959,0.4999999,0,0,0
MediumVisual_LightHaptic,15.31115,MOVING,-3.377416e-08,-0.4499849,0.5,0,0,0
MediumVisual_LightHaptic,15.32524,MOVING,-1.542484e-08,-0.4499957,0.5,0,0,0
MediumVisual_LightHaptic,15.33921,MOVING,-2.661465e-08,-0.4499987,0.5,0,1,0
MediumVisual_LightHaptic,15.35292,MOVING,-2.88622e-08,-0.4499995,0.5,0,2,0
MediumVisual_LightHaptic,15.3673,MOVING,-3.946923e-08,-0.4499999,0.5,0,3,0
MediumVisual_LightHaptic,15.38111,MOVING,-5.597461e-08,-0.45,0.5,0,4,0
MediumVisual_LightHaptic,15.39497,MOVING,-5.134632e-08,-0.45,0.5,0,5,0
MediumVisual_LightHaptic,15.40858,MOVING,-5.083197e-08,-0.45,0.4999999,0,6,0
MediumVisual_LightHaptic,15.42275,MOVING,-4.998903e-08,-0.45,0.5,0,7,0
MediumVisual_LightHaptic,15.43662,MOVING,-3.79533e-08,-0.45,0.5,0,8,0
MediumVisual_LightHaptic,15.45015,MOVING,-3.555387e-08,-0.45,0.4999999,0,9,0
MediumVisual_LightHaptic,15.46437,MOVING,-3.913653e-08,-0.45,0.5,0,10,0
MediumVisual_LightHaptic,15.47811,MOVING,-4.876654e-08,-0.45,0.5,0,11,0
MediumVisual_LightHaptic,15.49249,MOVING,-5.602089e-08,-0.45,0.4999999,0,12,0
MediumVisual_LightHaptic,15.50593,MOVING,-6.277796e-08,-0.45,0.5,0,13,0
MediumVisual_LightHaptic,15.51991,MOVING,-7.028939e-08,-0.45,0.4999999,0,14,0
