Condition,Time,Event,PosX,PosY,PosZ,Overshoots,Corrections,EntryCount
HeavyVisual_MediumHaptic,77.4406,TRIAL_START,0.5,0.15,0.5,0,0,0
HeavyVisual_MediumHaptic,77.45472,MOVING,0.5,0.15,0.5,0,0,0
HeavyVisual_MediumHaptic,77.47282,MOVING,0.5,0.1476813,0.5,0,1,0
HeavyVisual_MediumHaptic,77.48733,MOVING,0.5,0.1438417,0.5,0,1,0
HeavyVisual_MediumHaptic,77.50106,MOVING,0.5,0.1389148,0.5,0,1,0
HeavyVisual_MediumHaptic,77.51672,MOVING,0.5,0.131094,0.5,0,1,0
HeavyVisual_MediumHaptic,77.53056,MOVING,0.5,0.1226978,0.5,0,1,0
HeavyVisual_MediumHaptic,77.54377,MOVING,0.5,0.11375,0.5,0,1,0
HeavyVisual_MediumHaptic,77.55709,MOVING,0.5,0.1035077,0.5,0,1,0
HeavyVisual_MediumHaptic,77.57014,MOVING,0.5,0.09226327,0.5,0,1,0
HeavyVisual_MediumHaptic,77.58401,MOVING,0.5,0.07949895,0.5,0,1,0
HeavyVisual_MediumHaptic,77.5976,MOVING,0.5,0.06593476,0.5,0,1,0
HeavyVisual_MediumHaptic,77.61093,MOVING,0.5,0.05154015,0.5,0,1,0
HeavyVisual_MediumHaptic,77.6248,MOVING,0.5,0.03585912,0.5,0,1,0
HeavyVisual_MediumHaptic,77.63851,MOVING,0.5,0.01952709,0.5,0,1,0
HeavyVisual_MediumHaptic,77.6523,MOVING,0.5,0.00205472,0.5,0,1,0
HeavyVisual_MediumHaptic,77.66769,MOVING,0.5,-0.0181972,0.5,0,1,0
HeavyVisual_MediumHaptic,77.67985,MOVING,0.5,-0.03466004,0.5,0,1,0
HeavyVisual_MediumHaptic,77.69354,MOVING,0.5,-0.05419077,0.5,0,1,0
HeavyVisual_MediumHaptic,77.70753,MOVING,0.5,-0.07465094,0.5,0,1,0
HeavyVisual_MediumHaptic,77.72142,MOVING,0.5,-0.0954808,0.5,0,1,0
HeavyVisual_MediumHaptic,77.73544,MOVING,0.5,-0.1172708,0.5,0,1,0
HeavyVisual_MediumHaptic,77.74889,MOVING,0.5,-0.1386646,0.5,0,1,0
HeavyVisual_MediumHaptic,77.76296,MOVING,0.5,-0.1614783,0.5,0,1,0
HeavyVisual_MediumHaptic,77.77689,MOVING,0.5,-0.1846304,0.5,0,1,0
HeavyVisual_MediumHaptic,77.79046,MOVING,0.4999999,-0.1940528,0.4999999,0,1,0
HeavyVisual_MediumHaptic,77.80463,MOVING,0.4999998,-0.1983323,0.4999999,0,1,0
HeavyVisual_MediumHaptic,77.8185,MOVING,0.4999998,-0.1994691,0.4999999,0,1,0
HeavyVisual_MediumHaptic,77.83214,MOVING,0.4999999,-0.1997896,0.5,0,1,0
HeavyVisual_MediumHaptic,77.84615,MOVING,0.4999999,-0.1999382,0.5,0,1,0
HeavyVisual_MediumHaptic,77.85999,MOVING,0.4999999,-0.1999836,0.5,0,1,0
HeavyVisual_MediumHaptic,77.87371,MOVING,0.4999999,-0.1999926,0.5,0,2,0
HeavyVisual_MediumHaptic,77.88759,MOVING,0.4999999,-0.1999977,0.5,0,3,0
HeavyVisual_MediumHaptic,77.90199,MOVING,0.4999999,-0.1999994,0.5,0,4,0
HeavyVisual_MediumHaptic,77.91579,MOVING,0.4999999,-0.1999997,0.5,0,5,0
HeavyVisual_MediumHaptic,77.92918,MOVING,0.4999999,-0.1999999,0.4999999,0,6,0
HeavyVisual_MediumHaptic,77.94321,MOVING,0.4999999,-0.2,0.5,0,7,0
HeavyVisual_MediumHaptic,77.95717,MOVING,0.5,-0.2,0.5,0,8,0
HeavyVisual_MediumHaptic,77.97096,MOVING,0.4999999,-0.2,0.4999999,0,9,0
HeavyVisual_MediumHaptic,77.98513,MOVING,0.4999999,-0.2,0.4999999,0,10,0
HeavyVisual_MediumHaptic,77.99898,MOVING,0.5,-0.2,0.5,0,11,0
HeavyVisual_MediumHaptic,78.0129,MOVING,0.4999999,-0.2,0.5,0,12,0
HeavyVisual_MediumHaptic,78.02679,MOVING,0.4999999,-0.2,0.5,0,13,0
HeavyVisual_MediumHaptic,78.04042,MOVING,0.5,-0.2,0.5,0,14,0
HeavyVisual_MediumHaptic,78.05434,MOVING,0.4999999,-0.2,0.4999999,0,15,0
HeavyVisual_MediumHaptic,78.0682,MOVING,0.5,-0.2,0.5,0,16,0
HeavyVisual_MediumHaptic,78.0823,MOVING,0.5,-0.2,0.5,0,17,0
HeavyVisual_MediumHaptic,78.09653,MOVING,0.5,-0.2,0.5,0,18,0
HeavyVisual_MediumHaptic,78.1102,MOVING,0.5,-0.2,0.4999999,0,19,0
HeavyVisual_MediumHaptic,78.124,MOVING,0.5,-0.2,0.4999999,0,20,0
HeavyVisual_MediumHaptic,78.34834,MOVING,0.4787186,-0.200292,0.4993919,0,21,0
HeavyVisual_MediumHaptic,78.36108,MOVING,0.4535244,-0.2002931,0.4986722,0,21,0
HeavyVisual_MediumHaptic,78.37481,MOVING,0.5077766,-0.1952732,0.5002246,0,22,0
HeavyVisual_MediumHaptic,78.38825,MOVING,0.4954807,-0.1851,0.4998763,0,23,0
HeavyVisual_MediumHaptic,78.40254,MOVING,0.4555118,-0.1734827,0.5017045,0,23,0
HeavyVisual_MediumHaptic,78.4164,MOVING,0.4895812,-0.1740544,0.5186617,0,24,0
HeavyVisual_MediumHaptic,78.43163,MOVING,0.4638802,-0.1693713,0.5123719,0,25,0
HeavyVisual_MediumHaptic,78.4453,MOVING,0.4457935,-0.1604817,0.5100451,0,25,0
HeavyVisual_MediumHaptic,78.45733,MOVING,0.460684,-0.1482463,0.5220052,0,26,0
HeavyVisual_MediumHaptic,78.47084,MOVING,0.4370953,-0.1579173,0.5173919,0,27,0
HeavyVisual_MediumHaptic,78.48495,MOVING,0.4274226,-0.1568601,0.5191482,0,27,0
HeavyVisual_MediumHaptic,78.49909,MOVING,0.4641402,-0.1242967,0.541463,0,28,0
HeavyVisual_MediumHaptic,78.5129,MOVING,0.4343145,-0.1426701,0.5296109,0,29,0
HeavyVisual_MediumHaptic,78.52691,MOVING,0.4312496,-0.1370734,0.5390863,0,30,0
HeavyVisual_MediumHaptic,78.54078,MOVING,0.4566761,-0.1068876,0.5695249,0,31,0
HeavyVisual_MediumHaptic,78.5565,MOVING,0.4207326,-0.133012,0.5496041,0,32,0
HeavyVisual_MediumHaptic,78.56825,MOVING,0.4248174,-0.119496,0.5693254,0,33,0
HeavyVisual_MediumHaptic,78.58248,MOVING,0.4365034,-0.09650434,0.599362,0,33,0
HeavyVisual_MediumHaptic,78.59646,MOVING,0.4069467,-0.120333,0.5766655,0,34,0
HeavyVisual_MediumHaptic,78.60992,MOVING,0.408521,-0.1073195,0.6047667,0,35,0
HeavyVisual_MediumHaptic,78.62484,MOVING,0.4080516,-0.09518014,0.6297058,0,35,0
HeavyVisual_MediumHaptic,78.63776,MOVING,0.3826597,-0.1139037,0.6052685,0,36,0
HeavyVisual_MediumHaptic,78.65128,MOVING,0.3844112,-0.1035821,0.643698,0,37,0
HeavyVisual_MediumHaptic,78.66557,MOVING,0.3789389,-0.0989804,0.6640036,0,37,0
HeavyVisual_MediumHaptic,78.67966,MOVING,0.3534033,-0.1135308,0.6327623,0,38,0
HeavyVisual_MediumHaptic,78.69341,MOVING,0.3597334,-0.1043747,0.6804641,0,39,0
HeavyVisual_MediumHaptic,78.70737,MOVING,0.3481085,-0.1086778,0.6802328,0,40,0
HeavyVisual_MediumHaptic,78.72144,MOVING,0.322574,-0.1225498,0.6446535,0,41,0
HeavyVisual_MediumHaptic,78.73503,MOVING,0.3225369,-0.1101437,0.6917629,0,42,0
HeavyVisual_MediumHaptic,78.74866,MOVING,0.3057634,-0.1099953,0.6870821,0,43,0
HeavyVisual_MediumHaptic,78.76295,MOVING,0.2858706,-0.1148541,0.6691779,0,43,0
