ParticipantID,TrialNumber,Condition,RealismLikert_1to7,VisualHapticCongruence_YesNo,Notes
P15,27,MediumVisual_LightHaptic,4,NO,
P15,28,HeavyVisual_MediumHaptic,3,NO,
P15,29,MediumVisual_HeavyHaptic,3,NO,
P15,30,LightVisual_HeavyHaptic,2,NO,
P15,31,LightVisual_LightHaptic,6,YES,
P15,32,MediumVisual_MediumHaptic,7,YES,
P15,33,MediumVisual_LightHaptic,4,NO,
P15,34,HeavyVisual_LightHaptic,2,NO,
P15,35,HeavyVisual_HeavyHaptic,6,YES,
P15,36,LightVisual_MediumHaptic,4,YES,
P16,1,HeavyVisual_LightHaptic,2,NO,
P16,2,LightVisual_MediumHaptic,4,NO,
P16,3,LightVisual_LightHaptic,7,YES,
P16,4,HeavyVisual_HeavyHaptic,6,YES,
P16,5,HeavyVisual_MediumHaptic,4,YES,
P16,6,MediumVisual_LightHaptic,4,NO,
P16,7,LightVisual_HeavyHaptic,2,NO,
P16,8,MediumVisual_MediumHaptic,6,YES,
P16,9,MediumVisual_HeavyHaptic,4,NO,
P16,10,MediumVisual_MediumHaptic,7,YES,
P16,11,HeavyVisual_LightHaptic,3,NO,
P16,12,LightVisual_MediumHaptic,4,NO,
P16,13,MediumVisual_LightHaptic,3,NO,
P16,14,LightVisual_HeavyHaptic,3,NO,
P16,15,HeavyVisual_HeavyHaptic,6,YES,
P16,16,LightVisual_LightHaptic,5,YES,
P16,17,HeavyVisual_MediumHaptic,5,NO,
P16,18,MediumVisual_HeavyHaptic,5,NO,
P16,19,HeavyVisual_MediumHaptic,4,NO,
P16,20,MediumVisual_HeavyHaptic,2,NO,
P16,21,MediumVisual_LightHaptic,4,NO,
P16,22,LightVisual_LightHaptic,6,YES,
P16,23,HeavyVisual_HeavyHaptic,6,YES,
P16,24,MediumVisual_MediumHaptic,6,YES,
P16,25,LightVisual_HeavyHaptic,2,NO,
P16,26,HeavyVisual_LightHaptic,1,NO,
P16,27,LightVisual_MediumHaptic,3,NO,
P16,28,MediumVisual_LightHaptic,7,NO,
P16,29,HeavyVisual_LightHaptic,2,NO,
P16,30,MediumVisual_HeavyHaptic,2,NO,
P16,31,MediumVisual_MediumHaptic,5,YES,
P16,32,HeavyVisual_MediumHaptic,3,NO,
P16,33,LightVisual_MediumHaptic,5,NO,
P16,34,HeavyVisual_HeavyHaptic,5,YES,
P16,35,LightVisual_HeavyHaptic,3,NO,
P16,36,LightVisual_LightHaptic,6,YES,
P17,1,MediumVisual_MediumHaptic,7,YES,
P17,2,LightVisual_LightHaptic,6,YES,
P17,3,MediumVisual_LightHaptic,3,YES,
P17,4,HeavyVisual_LightHaptic,2,NO,
P17,5,MediumVisual_HeavyHaptic,3,NO,
P17,6,HeavyVisual_HeavyHaptic,6,YES,
P17,7,HeavyVisual_MediumHaptic,5,NO,
P17,8,LightVisual_HeavyHaptic,2,NO,
P17,9,LightVisual_MediumHaptic,5,NO,
P17,10,HeavyVisual_HeavyHaptic,7,YES,
P17,11,MediumVisual_LightHaptic,5,NO,
P17,12,HeavyVisual_MediumHaptic,6,NO,
P17,13,LightVisual_MediumHaptic,4,NO,
P17,14,LightVisual_HeavyHaptic,3,NO,
P17,15,LightVisual_LightHaptic,7,YES,
P17,16,HeavyVisual_LightHaptic,3,NO,
P17,17,MediumVisual_MediumHaptic,6,YES,
P17,18,MediumVisual_HeavyHaptic,4,NO,
P17,19,MediumVisual_LightHaptic,2,NO,
P17,20,MediumVisual_HeavyHaptic,5,NO,
P17,21,HeavyVisual_HeavyHaptic,7,YES,
P17,22,LightVisual_MediumHaptic,4,NO,
P17,23,LightVisual_LightHaptic,7,YES,
P17,24,HeavyVisual_LightHaptic,2,NO,
P17,25,HeavyVisual_MediumHaptic,5,NO,
P17,26,MediumVisual_MediumHaptic,6,YES,
P17,27,LightVisual_HeavyHaptic,2,NO,
P17,28,LightVisual_MediumHaptic,4,NO,
P17,29,HeavyVisual_HeavyHaptic,6,YES,
P17,30,MediumVisual_LightHaptic,3,YES,
P17,31,HeavyVisual_MediumHaptic,4,NO,
P17,32,LightVisual_LightHaptic,6,YES,
P17,33,MediumVisual_MediumHaptic,6,YES,
P17,34,HeavyVisual_LightHaptic,2,NO,
P17,35,MediumVisual_HeavyHaptic,3,NO,
P17,36,LightVisual_HeavyHaptic,2,NO,
P18,1,LightVisual_MediumHaptic,6,NO,
P18,2,LightVisual_HeavyHaptic,4,NO,
P18,3,MediumVisual_LightHaptic,4,NO,
P18,4,LightVisual_LightHaptic,7,YES,
P18,5,MediumVisual_HeavyHaptic,4,NO,
P18,6,HeavyVisual_MediumHaptic,6,NO,
P18,7,HeavyVisual_LightHaptic,3,NO,
P18,8,MediumVisual_MediumHaptic,6,YES,
P18,9,HeavyVisual_HeavyHaptic,6,YES,
P18,10,LightVisual_MediumHaptic,4,NO,
P18,11,MediumVisual_LightHaptic,5,NO,
P18,12,LightVisual_LightHaptic,5,YES,
P18,13,HeavyVisual_MediumHaptic,4,NO,
P18,14,MediumVisual_MediumHaptic,6,YES,
P18,15,LightVisual_HeavyHaptic,2,NO,
P18,16,HeavyVisual_HeavyHaptic,6,YES,
P18,17,MediumVisual_HeavyHaptic,5,YES,
P18,18,HeavyVisual_LightHaptic,2,NO,
P18,19,LightVisual_HeavyHaptic,3,NO,
P18,20,LightVisual_MediumHaptic,5,NO,
P18,21,MediumVisual_LightHaptic,6,NO,
P18,22,HeavyVisual_MediumHaptic,3,YES,
P18,23,MediumVisual_HeavyHaptic,4,NO,
P18,24,LightVisual_LightHaptic,6,YES,
P18,25,MediumVisual_MediumHaptic,5,YES,
P18,26,HeavyVisual_LightHaptic,2,NO,
P18,27,HeavyVisual_HeavyHaptic,6,YES,
P18,28,LightVisual_LightHaptic,6,YES,
P18,29,LightVisual_HeavyHaptic,1,NO,
P18,30,MediumVisual_LightHaptic,3,NO,
P18,31,HeavyVisual_LightHaptic,2,NO,
P18,32,MediumVisual_HeavyHaptic,5,NO,
P18,33,MediumVisual_MediumHaptic,6,YES,
P18,34,LightVisual_MediumHaptic,4,NO,
P18,35,HeavyVisual_HeavyHaptic,6,YES,
P18,36,HeavyVisual_MediumHaptic,4,NO,
P19,1,HeavyVisual_LightHaptic,3,NO,
P19,2,LightVisual_HeavyHaptic,3,NO,
P19,3,LightVisual_MediumHaptic,4,NO,
P19,4,MediumVisual_LightHaptic,4,NO,
P19,5,MediumVisual_HeavyHaptic,3,NO,
P19,6,HeavyVisual_MediumHaptic,5,NO,
P19,7,LightVisual_LightHaptic,7,YES,
P19,8,HeavyVisual_HeavyHaptic,7,YES,
P19,9,MediumVisual_MediumHaptic,7,YES,
P19,10,HeavyVisual_MediumHaptic,4,NO,
P19,11,MediumVisual_LightHaptic,4,NO,
P19,12,LightVisual_MediumHaptic,2,NO,
P19,13,MediumVisual_HeavyHaptic,5,NO,
P19,14,HeavyVisual_LightHaptic,2,NO,
P19,15,HeavyVisual_HeavyHaptic,6,YES,
P19,16,LightVisual_LightHaptic,7,NO,
P19,17,MediumVisual_MediumHaptic,7,YES,
P19,18,LightVisual_HeavyHaptic,1,NO,
P19,19,HeavyVisual_LightHaptic,4,NO,
P19,20,HeavyVisual_HeavyHaptic,7,NO,
P19,21,LightVisual_LightHaptic,5,YES,
P19,22,MediumVisual_HeavyHaptic,4,NO,
P19,23,LightVisual_HeavyHaptic,2,NO,
P19,24,MediumVisual_MediumHaptic,6,YES,
P19,25,LightVisual_MediumHaptic,3,NO,
P19,26,MediumVisual_LightHaptic,4,NO,
P19,27,HeavyVisual_MediumHaptic,4,NO,
P19,28,HeavyVisual_MediumHaptic,3,NO,
P19,29,HeavyVisual_LightHaptic,3,NO,
P19,30,LightVisual_HeavyHaptic,1,NO,
P19,31,LightVisual_MediumHaptic,5,NO,
P19,32,MediumVisual_MediumHaptic,6,YES,
P19,33,MediumVisual_HeavyHaptic,4,NO,
P19,34,LightVisual_LightHaptic,6,YES,
P19,35,HeavyVisual_HeavyHaptic,6,YES,
P19,36,MediumVisual_LightHaptic,2,NO,
P20,1,HeavyVisual_MediumHaptic,5,NO,
P20,2,MediumVisual_LightHaptic,3,NO,
P20,3,HeavyVisual_LightHaptic,2,NO,
P20,4,HeavyVisual_HeavyHaptic,6,YES,
P20,5,LightVisual_MediumHaptic,6,NO,
P20,6,LightVisual_HeavyHaptic,3,NO,
P20,7,MediumVisual_HeavyHaptic,4,NO,
P20,8,MediumVisual_MediumHaptic,6,YES,
P20,9,LightVisual_LightHaptic,6,YES,
P20,10,HeavyVisual_LightHaptic,1,NO,
P20,11,LightVisual_LightHaptic,6,YES,
P20,12,MediumVisual_HeavyHaptic,4,NO,
P20,13,LightVisual_HeavyHaptic,1,NO,
P20,14,HeavyVisual_HeavyHaptic,6,YES,
P20,15,MediumVisual_LightHaptic,5,YES,
P20,16,LightVisual_MediumHaptic,4,NO,
P20,17,MediumVisual_MediumHaptic,7,YES,
P20,18,HeavyVisual_MediumHaptic,5,NO,
P20,19,LightVisual_HeavyHaptic,3,NO,
P20,20,LightVisual_LightHaptic,7,YES,
P20,21,MediumVisual_LightHaptic,4,YES,
P20,22,HeavyVisual_LightHaptic,2,NO,
P20,23,HeavyVisual_MediumHaptic,4,NO,
P20,24,LightVisual_MediumHaptic,2,NO,
P20,25,HeavyVisual_HeavyHaptic,5,YES,
P20,26,MediumVisual_HeavyHaptic,5,YES,
P20,27,MediumVisual_MediumHaptic,7,YES,
P20,28,LightVisual_MediumHaptic,4,NO,
P20,29,LightVisual_LightHaptic,7,YES,
P20,30,LightVisual_HeavyHaptic,3,NO,
P20,31,HeavyVisual_LightHaptic,3,NO,
P20,32,MediumVisual_MediumHaptic,6,NO,
P20,33,HeavyVisual_HeavyHaptic,5,YES,
P20,34,MediumVisual_LightHaptic,4,NO,
P20,35,MediumVisual_HeavyHaptic,4,NO,
P20,36,HeavyVisual_MediumHaptic,5,NO,
P21,1,HeavyVisual_HeavyHaptic,7,YES,
P21,2,LightVisual_HeavyHaptic,2,NO,
P21,3,MediumVisual_MediumHaptic,6,YES,
P21,4,HeavyVisual_MediumHaptic,4,NO,
P21,5,MediumVisual_LightHaptic,4,YES,
P21,6,MediumVisual_HeavyHaptic,3,NO,
P21,7,HeavyVisual_LightHaptic,2,NO,
P21,8,LightVisual_LightHaptic,6,YES,
P21,9,LightVisual_MediumHaptic,4,NO,
P21,10,HeavyVisual_MediumHaptic,5,NO,
P21,11,LightVisual_HeavyHaptic,2,NO,
P21,12,HeavyVisual_LightHaptic,3,NO,
P21,13,MediumVisual_HeavyHaptic,4,NO,
P21,14,MediumVisual_LightHaptic,4,NO,
P21,15,LightVisual_LightHaptic,6,YES,
P21,16,MediumVisual_MediumHaptic,6,YES,
P21,17,HeavyVisual_HeavyHaptic,7,YES,
P21,18,LightVisual_MediumHaptic,5,NO,
P21,19,LightVisual_HeavyHaptic,2,NO,
P21,20,MediumVisual_HeavyHaptic,4,NO,
P21,21,MediumVisual_LightHaptic,4,NO,
P21,22,LightVisual_LightHaptic,6,YES,
P21,23,HeavyVisual_HeavyHaptic,6,YES,
P21,24,MediumVisual_MediumHaptic,6,YES,
P21,25,LightVisual_MediumHaptic,3,NO,
P21,26,HeavyVisual_MediumHaptic,6,NO,
P21,27,HeavyVisual_LightHaptic,2,NO,
P21,28,HeavyVisual_MediumHaptic,3,NO,
P21,29,LightVisual_LightHaptic,6,YES,
P21,30,HeavyVisual_HeavyHaptic,5,YES,
P21,31,LightVisual_MediumHaptic,4,NO,
P21,32,LightVisual_HeavyHaptic,2,NO,
P21,33,HeavyVisual_LightHaptic,2,NO,
P21,34,MediumVisual_MediumHaptic,6,YES,
P21,35,MediumVisual_HeavyHaptic,4,NO,
P21,36,MediumVisual_LightHaptic,3,NO,
P22,1,HeavyVisual_MediumHaptic,5,NO,
P22,2,MediumVisual_MediumHaptic,7,YES,
P22,3,HeavyVisual_LightHaptic,1,NO,
P22,4,LightVisual_MediumHaptic,4,YES,
P22,5,LightVisual_LightHaptic,7,YES,
P22,6,HeavyVisual_HeavyHaptic,5,YES,
P22,7,LightVisual_HeavyHaptic,1,NO,
P22,8,MediumVisual_HeavyHaptic,5,NO,
P22,9,MediumVisual_LightHaptic,5,NO,
P22,10,LightVisual_HeavyHaptic,2,NO,
P22,11,HeavyVisual_HeavyHaptic,6,YES,
P22,12,LightVisual_MediumHaptic,3,NO,
P22,13,MediumVisual_LightHaptic,5,YES,
P22,14,MediumVisual_HeavyHaptic,4,NO,
P22,15,HeavyVisual_LightHaptic,2,YES,
P22,16,HeavyVisual_MediumHaptic,6,NO,
P22,17,MediumVisual_MediumHaptic,6,YES,
P22,18,LightVisual_LightHaptic,5,YES,
P22,19,LightVisual_LightHaptic,6,YES,
P22,20,LightVisual_HeavyHaptic,2,NO,
P22,21,HeavyVisual_MediumHaptic,4,NO,
P22,22,HeavyVisual_LightHaptic,2,NO,
P22,23,MediumVisual_MediumHaptic,5,NO,
P22,24,HeavyVisual_HeavyHaptic,6,YES,
P22,25,LightVisual_MediumHaptic,3,NO,
P22,26,MediumVisual_HeavyHaptic,3,NO,
P22,27,MediumVisual_LightHaptic,4,NO,
P22,28,LightVisual_HeavyHaptic,2,NO,
P22,29,LightVisual_MediumHaptic,4,NO,
P22,30,LightVisual_LightHaptic,6,YES,
P22,31,HeavyVisual_HeavyHaptic,5,YES,
P22,32,MediumVisual_LightHaptic,4,NO,
P22,33,HeavyVisual_LightHaptic,3,YES,
P22,34,MediumVisual_HeavyHaptic,4,NO,
P22,35,HeavyVisual_MediumHaptic,5,NO,
P22,36,MediumVisual_MediumHaptic,5,YES,
P23,1,LightVisual_HeavyHaptic,2,NO,
P23,2,MediumVisual_HeavyHaptic,4,NO,
P23,3,MediumVisual_LightHaptic,4,NO,
P23,4,HeavyVisual_HeavyHaptic,7,YES,
P23,5,LightVisual_LightHaptic,7,YES,
P23,6,HeavyVisual_LightHaptic,3,NO,
P23,7,HeavyVisual_MediumHaptic,4,NO,
P23,8,MediumVisual_MediumHaptic,6,YES,
P23,9,LightVisual_MediumHaptic,4,NO,
P23,10,HeavyVisual_MediumHaptic,5,NO,
P23,11,MediumVisual_MediumHaptic,6,YES,
P23,12,LightVisual_MediumHaptic,4,NO,
P23,13,LightVisual_LightHaptic,7,YES,
P23,14,HeavyVisual_HeavyHaptic,7,YES,
P23,15,MediumVisual_HeavyHaptic,4,NO,
P23,16,HeavyVisual_LightHaptic,2,NO,
P23,17,LightVisual_HeavyHaptic,2,NO,
P23,18,MediumVisual_LightHaptic,4,NO,
P23,19,LightVisual_MediumHaptic,3,NO,
P23,20,LightVisual_LightHaptic,5,YES,
P23,21,HeavyVisual_MediumHaptic,3,NO,
P23,22,HeavyVisual_HeavyHaptic,7,YES,
P23,23,LightVisual_HeavyHaptic,3,NO,
P23,24,MediumVisual_MediumHaptic,6,YES,
P23,25,MediumVisual_HeavyHaptic,4,NO,
P23,26,HeavyVisual_LightHaptic,2,NO,
P23,27,MediumVisual_LightHaptic,4,NO,
P23,28,LightVisual_HeavyHaptic,2,NO,
P23,29,MediumVisual_MediumHaptic,5,YES,
P23,30,HeavyVisual_MediumHaptic,5,NO,
P23,31,HeavyVisual_HeavyHaptic,5,YES,
P23,32,MediumVisual_LightHaptic,3,YES,
P23,33,HeavyVisual_LightHaptic,1,NO,
P23,34,LightVisual_LightHaptic,7,YES,
P23,35,MediumVisual_HeavyHaptic,3,NO,
P23,36,LightVisual_MediumHaptic,4,NO,
P24,1,HeavyVisual_LightHaptic,3,NO,
P24,2,LightVisual_LightHaptic,5,YES,
P24,3,MediumVisual_HeavyHaptic,4,NO,
P24,4,MediumVisual_LightHaptic,4,NO,
P24,5,LightVisual_MediumHaptic,4,NO,
P24,6,HeavyVisual_MediumHaptic,4,NO,
P24,7,HeavyVisual_HeavyHaptic,6,YES,
P24,8,MediumVisual_MediumHaptic,7,YES,
P24,9,LightVisual_HeavyHaptic,1,NO,
P24,10,LightVisual_LightHaptic,6,YES,
P24,11,HeavyVisual_HeavyHaptic,5,YES,
P24,12,MediumVisual_MediumHaptic,6,YES,
P24,13,LightVisual_MediumHaptic,4,NO,
P24,14,MediumVisual_LightHaptic,4,YES,
P24,15,HeavyVisual_MediumHaptic,5,NO,
P24,16,LightVisual_HeavyHaptic,2,NO,
P24,17,MediumVisual_HeavyHaptic,5,YES,
P24,18,HeavyVisual_LightHaptic,2,NO,
P24,19,MediumVisual_LightHaptic,3,NO,
P24,20,MediumVisual_HeavyHaptic,4,NO,
P24,21,HeavyVisual_MediumHaptic,3,NO,
P24,22,LightVisual_MediumHaptic,4,NO,
P24,23,HeavyVisual_HeavyHaptic,5,YES,
P24,24,LightVisual_LightHaptic,6,YES,
P24,25,LightVisual_HeavyHaptic,1,NO,
P24,26,HeavyVisual_LightHaptic,3,NO,
P24,27,MediumVisual_MediumHaptic,6,YES,
P24,28,LightVisual_HeavyHaptic,2,NO,
P24,29,HeavyVisual_MediumHaptic,3,NO,
P24,30,MediumVisual_MediumHaptic,6,YES,
P24,31,HeavyVisual_LightHaptic,2,NO,
P24,32,LightVisual_MediumHaptic,4,YES,
P24,33,MediumVisual_LightHaptic,5,NO,
P24,34,MediumVisual_HeavyHaptic,3,NO,
P24,35,LightVisual_LightHaptic,6,YES,
P24,36,HeavyVisual_HeavyHaptic,6,YES,
P25,1,HeavyVisual_LightHaptic,2,YES,
P25,2,HeavyVisual_HeavyHaptic,5,YES,
P25,3,MediumVisual_HeavyHaptic,4,NO,
P25,4,HeavyVisual_HeavyHaptic,7,YES,
P25,5,HeavyVisual_MediumHaptic,3,NO,
P25,6,MediumVisual_MediumHaptic,6,YES,
P25,7,MediumVisual_LightHaptic,4,YES,
P25,8,MediumVisual_HeavyHaptic,3,NO,
P25,9,MediumVisual_LightHaptic,3,NO,
P25,10,MediumVisual_MediumHaptic,6,YES,
P25,11,LightVisual_MediumHaptic,3,NO,
P25,12,LightVisual_LightHaptic,6,YES,
P25,13,LightVisual_HeavyHaptic,3,NO,
P25,14,HeavyVisual_LightHaptic,1,NO,
P25,15,LightVisual_HeavyHaptic,1,NO,
P25,16,MediumVisual_LightHaptic,4,YES,
P25,17,LightVisual_LightHaptic,7,YES,
P25,18,LightVisual_MediumHaptic,5,NO,
P25,19,LightVisual_LightHaptic,5,NO,
P25,20,MediumVisual_HeavyHaptic,6,NO,
P25,21,HeavyVisual_LightHaptic,2,NO,
P25,22,MediumVisual_LightHaptic,6,NO,
P25,23,HeavyVisual_MediumHaptic,3,NO,
P25,24,HeavyVisual_LightHaptic,4,NO,
P25,25,LightVisual_MediumHaptic,3,YES,
P25,26,LightVisual_MediumHaptic,4,YES,
P25,27,MediumVisual_MediumHaptic,7,YES,
P25,28,LightVisual_LightHaptic,7,YES,
P25,29,MediumVisual_MediumHaptic,6,NO,
P25,30,HeavyVisual_HeavyHaptic,6,NO,
P25,31,LightVisual_HeavyHaptic,1,NO,
P25,32,HeavyVisual_HeavyHaptic,7,YES,
P25,33,HeavyVisual_MediumHaptic,5,YES,
P25,34,LightVisual_HeavyHaptic,2,NO,
P25,35,MediumVisual_HeavyHaptic,3,NO,
P25,36,HeavyVisual_MediumHaptic,4,NO,
P26,1,HeavyVisual_LightHaptic,1,NO,
P26,2,MediumVisual_HeavyHaptic,2,NO,
P26,3,LightVisual_MediumHaptic,5,NO,
P26,4,HeavyVisual_LightHaptic,2,NO,
P26,5,HeavyVisual_MediumHaptic,3,NO,
P26,6,LightVisual_HeavyHaptic,4,NO,
P26,7,HeavyVisual_MediumHaptic,5,NO,
P26,8,MediumVisual_HeavyHaptic,3,NO,
P26,9,LightVisual_LightHaptic,7,YES,
P26,10,LightVisual_MediumHaptic,2,YES,
P26,11,HeavyVisual_HeavyHaptic,6,YES,
P26,12,MediumVisual_LightHaptic,4,NO,
P26,13,MediumVisual_MediumHaptic,7,NO,
P26,14,HeavyVisual_MediumHaptic,3,NO,
P26,15,MediumVisual_LightHaptic,5,YES,
P26,16,HeavyVisual_LightHaptic,1,NO,
P26,17,MediumVisual_MediumHaptic,7,YES,
P26,18,LightVisual_LightHaptic,6,YES,
P26,19,HeavyVisual_HeavyHaptic,5,YES,
P26,20,MediumVisual_MediumHaptic,7,YES,
P26,21,MediumVisual_HeavyHaptic,4,NO,
P26,22,LightVisual_HeavyHaptic,1,NO,
P26,23,MediumVisual_LightHaptic,5,YES,
P26,24,HeavyVisual_HeavyHaptic,6,YES,
P26,25,LightVisual_HeavyHaptic,3,NO,
P26,26,MediumVisual_LightHaptic,5,NO,
P26,27,LightVisual_LightHaptic,7,YES,
P26,28,LightVisual_LightHaptic,6,YES,
P26,29,LightVisual_MediumHaptic,5,NO,
P26,30,LightVisual_MediumHaptic,5,NO,
P26,31,HeavyVisual_MediumHaptic,5,YES,
P26,32,MediumVisual_HeavyHaptic,3,NO,
P26,33,MediumVisual_MediumHaptic,5,YES,
P26,34,HeavyVisual_LightHaptic,1,NO,
P26,35,HeavyVisual_HeavyHaptic,6,YES,
P26,36,LightVisual_HeavyHaptic,3,NO,
P27,1,MediumVisual_LightHaptic,5,NO,
P27,2,MediumVisual_MediumHaptic,5,YES,
P27,3,MediumVisual_HeavyHaptic,3,NO,
P27,4,MediumVisual_HeavyHaptic,5,NO,
P27,5,HeavyVisual_LightHaptic,3,NO,
P27,6,LightVisual_HeavyHaptic,2,NO,
P27,7,HeavyVisual_HeavyHaptic,7,YES,
P27,8,HeavyVisual_LightHaptic,3,NO,
P27,9,LightVisual_MediumHaptic,4,NO,
P27,10,HeavyVisual_MediumHaptic,4,NO,
P27,11,MediumVisual_MediumHaptic,7,YES,
P27,12,LightVisual_HeavyHaptic,2,NO,
P27,13,HeavyVisual_MediumHaptic,3,NO,
P27,14,LightVisual_LightHaptic,7,YES,
P27,15,MediumVisual_LightHaptic,5,YES,
P27,16,MediumVisual_LightHaptic,4,YES,
P27,17,HeavyVisual_MediumHaptic,4,NO,
P27,18,LightVisual_HeavyHaptic,3,NO,
P27,19,LightVisual_HeavyHaptic,2,NO,
P27,20,LightVisual_LightHaptic,5,YES,
P27,21,LightVisual_MediumHaptic,4,NO,
P27,22,HeavyVisual_HeavyHaptic,6,YES,
P27,23,HeavyVisual_LightHaptic,1,NO,
P27,24,HeavyVisual_HeavyHaptic,7,YES,
P27,25,MediumVisual_HeavyHaptic,3,YES,
P27,26,MediumVisual_LightHaptic,4,NO,
P27,27,MediumVisual_MediumHaptic,5,YES,
P27,28,MediumVisual_MediumHaptic,5,YES,
P27,29,LightVisual_MediumHaptic,2,NO,
P27,30,LightVisual_LightHaptic,5,YES,
P27,31,LightVisual_MediumHaptic,4,NO,
P27,32,LightVisual_LightHaptic,7,NO,
P27,33,HeavyVisual_HeavyHaptic,7,YES,
P27,34,HeavyVisual_LightHaptic,2,NO,
P27,35,HeavyVisual_MediumHaptic,3,YES,
P27,36,MediumVisual_HeavyHaptic,3,NO,
P28,1,LightVisual_MediumHaptic,4,NO,
P28,2,MediumVisual_MediumHaptic,7,YES,
P28,3,HeavyVisual_MediumHaptic,4,NO,
P28,4,LightVisual_HeavyHaptic,2,NO,
P28,5,HeavyVisual_LightHaptic,1,NO,
P28,6,HeavyVisual_HeavyHaptic,4,NO,
P28,7,LightVisual_HeavyHaptic,3,NO,
P28,8,LightVisual_LightHaptic,7,YES,
P28,9,HeavyVisual_LightHaptic,2,NO,
P28,10,MediumVisual_MediumHaptic,5,NO,
P28,11,MediumVisual_LightHaptic,4,NO,
P28,12,HeavyVisual_HeavyHaptic,7,YES,
P28,13,HeavyVisual_HeavyHaptic,6,YES,
P28,14,HeavyVisual_MediumHaptic,3,NO,
P28,15,LightVisual_LightHaptic,7,NO,
P28,16,MediumVisual_HeavyHaptic,3,NO,
P28,17,LightVisual_MediumHaptic,3,YES,
P28,18,LightVisual_MediumHaptic,4,NO,
P28,19,MediumVisual_LightHaptic,5,YES,
P28,20,HeavyVisual_MediumHaptic,5,NO,
P28,21,MediumVisual_LightHaptic,4,NO,
P28,22,MediumVisual_HeavyHaptic,6,NO,
P28,23,MediumVisual_HeavyHaptic,5,YES,
P28,24,HeavyVisual_MediumHaptic,3,NO,
P28,25,LightVisual_LightHaptic,7,YES,
P28,26,LightVisual_HeavyHaptic,2,NO,
P28,27,MediumVisual_MediumHaptic,5,YES,
P28,28,LightVisual_MediumHaptic,4,NO,
P28,29,HeavyVisual_HeavyHaptic,5,YES,
P28,30,MediumVisual_LightHaptic,5,NO,
P28,31,MediumVisual_MediumHaptic,6,NO,
P28,32,LightVisual_LightHaptic,7,YES,
P28,33,HeavyVisual_LightHaptic,1,NO,
P28,34,LightVisual_HeavyHaptic,1,NO,
P28,35,HeavyVisual_LightHaptic,2,YES,
P28,36,MediumVisual_HeavyHaptic,5,YES,
P29,1,MediumVisual_LightHaptic,3,NO,
P29,2,HeavyVisual_HeavyHaptic,7,YES,
P29,3,LightVisual_LightHaptic,7,YES,
P29,4,HeavyVisual_MediumHaptic,3,NO,
P29,5,LightVisual_HeavyHaptic,3,NO,
P29,6,LightVisual_HeavyHaptic,3,NO,
P29,7,LightVisual_HeavyHaptic,3,NO,
P29,8,MediumVisual_MediumHaptic,6,YES,
P29,9,HeavyVisual_HeavyHaptic,7,YES,
P29,10,HeavyVisual_LightHaptic,3,NO,
P29,11,MediumVisual_HeavyHaptic,2,NO,
P29,12,LightVisual_MediumHaptic,4,NO,
P29,13,HeavyVisual_HeavyHaptic,6,YES,
P29,14,LightVisual_LightHaptic,5,YES,
P29,15,HeavyVisual_LightHaptic,2,NO,
P29,16,LightVisual_LightHaptic,6,YES,
P29,17,HeavyVisual_MediumHaptic,4,YES,
P29,18,HeavyVisual_MediumHaptic,5,NO,
P29,19,MediumVisual_MediumHaptic,5,YES,
P29,20,LightVisual_HeavyHaptic,1,NO,
P29,21,MediumVisual_HeavyHaptic,4,NO,
P29,22,LightVisual_LightHaptic,7,YES,
P29,23,MediumVisual_HeavyHaptic,4,NO,
P29,24,LightVisual_MediumHaptic,5,NO,
P29,25,MediumVisual_LightHaptic,5,NO,
P29,26,MediumVisual_MediumHaptic,7,YES,
P29,27,MediumVisual_LightHaptic,6,NO,
P29,28,MediumVisual_HeavyHaptic,5,NO,
P29,29,MediumVisual_MediumHaptic,5,YES,
P29,30,LightVisual_MediumHaptic,3,NO,
P29,31,LightVisual_MediumHaptic,3,NO,
P29,32,HeavyVisual_MediumHaptic,2,NO,
P29,33,HeavyVisual_LightHaptic,2,NO,
P29,34,MediumVisual_LightHaptic,4,NO,
P29,35,HeavyVisual_HeavyHaptic,7,YES,
P29,36,HeavyVisual_LightHaptic,2,NO,
P30,1,MediumVisual_HeavyHaptic,2,NO,
P30,2,HeavyVisual_MediumHaptic,2,NO,
P30,3,LightVisual_LightHaptic,7,YES,
P30,4,LightVisual_MediumHaptic,3,NO,
P30,5,HeavyVisual_HeavyHaptic,7,NO,
P30,6,HeavyVisual_LightHaptic,2,NO,
P30,7,MediumVisual_MediumHaptic,6,NO,
P30,8,HeavyVisual_LightHaptic,2,NO,
P30,9,MediumVisual_MediumHaptic,7,YES,
P30,10,HeavyVisual_MediumHaptic,4,NO,
P30,11,MediumVisual_HeavyHaptic,4,YES,
P30,12,LightVisual_LightHaptic,5,YES,
P30,13,LightVisual_HeavyHaptic,2,NO,
P30,14,MediumVisual_MediumHaptic,6,YES,
P30,15,MediumVisual_LightHaptic,6,NO,
P30,16,LightVisual_HeavyHaptic,3,NO,
P30,17,MediumVisual_HeavyHaptic,4,NO,
P30,18,HeavyVisual_LightHaptic,3,NO,
P30,19,LightVisual_MediumHaptic,3,YES,
P30,20,HeavyVisual_MediumHaptic,6,NO,
P30,21,LightVisual_LightHaptic,6,YES,
P30,22,LightVisual_MediumHaptic,2,NO,
